443,"TBAL(USA)","trade surplus, domestic currency","gdp","USA",
444,"TBAL(ROW)","trade surplus, domestic currency","gdp","ROW",
445,"TBAU(USA)","trade surplus, USD","gdp","USA",
446,"TBAU(ROW)","trade surplus, USD","gdp","ROW",
447,"TBFD(USA)","unit tax on energy","dollar","USA",
448,"TBFD(ROW)","unit tax on energy","dollar","ROW",
449,"TBFI(USA)","unit tax on energy, imports","dollar","USA",
450,"TBFI(ROW)","unit tax on energy, imports","dollar","ROW",
451,"TBFX(USA)","unit tax on energy, exports","dollar","USA",
452,"TBFX(ROW)","unit tax on energy, exports","dollar","ROW",
453,"TCOR(USA)","tax rate on corporate profits","pct","USA",
454,"TCOR(ROW)","tax rate on corporate profits","pct","ROW",
455,"TCP(g01,USA)","nonlinear unit tax for CO2","dollar","USA",
456,"TCP(g01,ROW)","nonlinear unit tax for CO2","dollar","ROW",
457,"TCP(g02,USA)","nonlinear unit tax for CO2","dollar","USA",
458,"TCP(g02,ROW)","nonlinear unit tax for CO2","dollar","ROW",
459,"TEX(g01,USA)","extern tax on composite","pct","USA",
460,"TEX(g01,ROW)","extern tax on composite","pct","ROW",
461,"TEX(g02,USA)","extern tax on composite","pct","USA",
462,"TEX(g02,ROW)","extern tax on composite","pct","ROW",
463,"TIF(g01,USA)","fta tariff rates","pct","USA",
464,"TIF(g01,ROW)","fta tariff rates","pct","ROW",
465,"TIF(g02,USA)","fta tariff rates","pct","USA",
466,"TIF(g02,ROW)","fta tariff rates","pct","ROW",
467,"TIM(g01,USA,USA)","multilateral tariff rates","pct","USA",
468,"TIM(g01,USA,ROW)","multilateral tariff rates","pct","USA",
469,"TIM(g01,ROW,USA)","multilateral tariff rates","pct","ROW",
470,"TIM(g01,ROW,ROW)","multilateral tariff rates","pct","ROW",
471,"TIM(g02,USA,USA)","multilateral tariff rates","pct","USA",
472,"TIM(g02,USA,ROW)","multilateral tariff rates","pct","USA",
473,"TIM(g02,ROW,USA)","multilateral tariff rates","pct","ROW",
474,"TIM(g02,ROW,ROW)","multilateral tariff rates","pct","ROW",
475,"TINC(USA)","tax rate on labor income","pct","USA",
476,"TINC(ROW)","tax rate on labor income","pct","ROW",
477,"TITC(a01,USA)","investment tax credit rate","pct","USA",
478,"TITC(a01,ROW)","investment tax credit rate","pct","ROW",
479,"TITC(a02,USA)","investment tax credit rate","pct","USA",
480,"TITC(a02,ROW)","investment tax credit rate","pct","ROW",
481,"TITCH(USA)","investment tax credit rate for households","pct","USA",
482,"TITCH(ROW)","investment tax credit rate for households","pct","ROW",
483,"TIX(g01,USA)","multilateral iceberg costs","pct","USA",
484,"TIX(g01,ROW)","multilateral iceberg costs","pct","ROW",
485,"TIX(g02,USA)","multilateral iceberg costs","pct","USA",
486,"TIX(g02,ROW)","multilateral iceberg costs","pct","ROW",
487,"TOB(a01,USA)","marginal q, TOB.NC","pct","USA",
488,"TOB(a01,ROW)","marginal q, TOB.NC","pct","ROW",
489,"TOB(a02,USA)","marginal q, TOB.NC","pct","USA",
490,"TOB(a02,ROW)","marginal q, TOB.NC","pct","ROW",
491,"TOBY(USA)","marginal Q, raw capital sector","pct","USA",
492,"TOBY(ROW)","marginal Q, raw capital sector","pct","ROW",
493,"TOBZ(USA)","marginal Q, households","pct","USA",
494,"TOBZ(ROW)","marginal Q, households","pct","ROW",
495,"TPA(a01,USA)","partial adjustment q","pct","USA",
496,"TPA(a01,ROW)","partial adjustment q","pct","ROW",
497,"TPA(a02,USA)","partial adjustment q","pct","USA",
498,"TPA(a02,ROW)","partial adjustment q","pct","ROW",
499,"TPAY(USA)","partial adjustment Q, raw capital sector","pct","USA",
500,"TPAY(ROW)","partial adjustment Q, raw capital sector","pct","ROW",
501,"TPAZ(USA)","partial adjustment Q, households","pct","USA",
502,"TPAZ(ROW)","partial adjustment Q, households","pct","ROW",
503,"TRAN(USA)","total transfers","gdp","USA",
504,"TRAN(ROW)","total transfers","gdp","ROW",
505,"TRANX(USA)","exogenous transfers","gdp","USA",
506,"TRANX(ROW)","exogenous transfers","gdp","ROW",
507,"TXGS(a01,g01,USA)","unit tax on goods to sectors","dollar","USA",
508,"TXGS(a01,g01,ROW)","unit tax on goods to sectors","dollar","ROW",
509,"TXGS(a02,g01,USA)","unit tax on goods to sectors","dollar","USA",
510,"TXGS(a02,g01,ROW)","unit tax on goods to sectors","dollar","ROW",
511,"TXM(g01,USA)","tariff revenue by good","gdp","USA",
512,"TXM(g01,ROW)","tariff revenue by good","gdp","ROW",
513,"TXM(g02,USA)","tariff revenue by good","gdp","USA",
514,"TXM(g02,ROW)","tariff revenue by good","gdp","ROW",
515,"WAG(a01,USA)","sector wage","idx","USA",
516,"WAG(a01,ROW)","sector wage","idx","ROW",
517,"WAG(a02,USA)","sector wage","idx","USA",
518,"WAG(a02,ROW)","sector wage","idx","ROW",
519,"WAGE(USA)","wage rate","idx","USA",
520,"WAGE(ROW)","wage rate","idx","ROW",
521,"WAGG(USA)","government wage","idx","USA",
522,"WAGG(ROW)","government wage","idx","ROW",
523,"WELH(USA)","human wealth","gdp","USA",
524,"WELH(ROW)","human wealth","gdp","ROW",
525,"WELT(USA)","total wealth","gdp","USA",
526,"WELT(ROW)","total wealth","gdp","ROW",
527,"YGRO(USA)","output growth","pct","USA",
528,"YGRO(ROW)","output growth","pct","ROW",
529,"YRATN(USA)","GDP ratio, nominal","pct","USA",
530,"YRATN(ROW)","GDP ratio, nominal","pct","ROW",
531,"YRATP(USA)","GDP ratio, PPP","pct","USA",
532,"YRATP(ROW)","GDP ratio, PPP","pct","ROW",
533,"YRATR(USA)","GDP ratio, real","pct","USA",
534,"YRATR(ROW)","GDP ratio, real","pct","ROW",
